FECHA,NEMO,RAZON_SOCIAL,VOLUMEN,VAR_PRE,CANTIDAD,PRE_CIE,PRE_MAX,PRE_MED,PRE_MEN,V_ACMI_FEC_INSCRIP,PATRI_CON
23/06/2016,OCCIDENTE ,BANCO DE OCCIDENTE S.A.,0,0,0,36600,0,0,0,19680827,26777.67
23/06/2016,ODINSA    ,ORGANIZACION DE INGENIERIA INTERNACIONAL S.A.,26680000,0,3000,9000,9000,8893.33,8700,20050119,8726.01
23/06/2016,ORBIS     ,GRUPO ORBIS S.A,0,0,0,19800,0,0,0,19750718,38484.2
23/06/2016,PAZRIO    ,ACERIAS PAZ DEL RIO S.A.,276.46,0,46,8,0,6.01,0,19520101,23.9
23/06/2016,PFAVAL    ,GRUPO AVAL ACCIONES Y VALORES S.A.,1121436440,-0.42,951042,1175,1185,1179.17,1175,20110512,1070.85
23/06/2016,PFAVH     ,AVIANCA HOLDINGS S.A,2870264015,0.21,1159529,2440,2500,2475.37,2430,20110511,6107.98
23/06/2016,PFBBVACOL ,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.,0,0,0,270,0,0,0,19931108,284.2
23/06/2016,PFBCOLOM  ,BANCOLOMBIA S.A.,12672701860,1.63,484639,26200,26260,26148.75,25700,19950726,22925.5
23/06/2016,PFCARPAK  ,CARVAJAL EMPAQUES S.A,0,0,0,3000,0,0,0,20120502,3805.74
23/06/2016,PFCEMARGOS,CEMENTOS ARGOS S.A.,1694955520,0.72,152547,11180,11180,11111.04,10900,20130413,6196.02
23/06/2016,PFCORFICOL,CORPORACION FINANCIERA COLOMBIANA S.A.,0,0,0,32500,0,0,0,19930208,21634.61
23/06/2016,PFDAVVNDA ,BANCO DAVIVIENDA S.A,2136436300,-0.22,77583,27640,27640,27537.43,27420,20101005,21797.35
23/06/2016,PFGRUPOARG,GRUPO ARGOS S.A.,441339860,0.89,24284,18200,18240,18174.1,18060,20120608,26989.27
23/06/2016,PFGRUPSURA,GRUPO INVERSIONES SURAMERICANA,1030277360,-0.48,27358,37500,37880,37659.09,37120,20111103,43597.61
23/06/2016,PFVILLA051,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20050914,6116.74
23/06/2016,PFVILLA053,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,5014.36,0,0,0,20050929,6116.74
23/06/2016,PFVILLAS  ,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,6490,0,0,0,20000215,6116.74
23/06/2016,PFVILLAS00,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20030401,6116.74
23/06/2016,PFVILLAS01,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20030401,6116.74
23/06/2016,PFVILLASCA,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,2700,0,0,0,20030401,6116.74
23/06/2016,POPULAR   ,BANCO POPULAR S.A.,0,0,0,489,0,0,0,19940526,338.85
23/06/2016,PROMIGAS  ,PROMIGAS S.A. E.S.P.,0,0,0,4950,0,0,0,19900822,2578.88
23/06/2016,PROTECCION,ADMINISTRADORA DE FONDOS DE PENSIONES Y CES PROTECCION,0,0,0,100000,0,0,0,19950616,47052.87
23/06/2016,RCNTELEVI ,R.C.N. TELEVISION S.A.,0,0,0,24100,0,0,0,19980312,39249.1
23/06/2016,RIOPAILA  ,RIOPAILA AGRICOLA S.A.,0,0,0,6144,0,0,0,19830617,5108.24
23/06/2016,RIOPAILIND,RIOPAILA CASTILLA S.A.,0,0,0,0,0,0,0,20060810,8853.56
23/06/2016,SANFELIPE ,COMPANIA AGRICOLA SAN FELIPE S.A.,0,0,0,480,0,0,0,19860619,1078.18
23/06/2016,TERPEL    ,ORGANIZACION TERPEL S.A,0,0,0,9670,0,0,0,20140815,8168.7
23/06/2016,TGLSC     ,TECNOGLASS INC,0,0,0,35500,0,0,0,20160106,10504.95
23/06/2016,TITAN     ,MANUFACTURAS DE CEMENTO S.A.,0,0,0,34500,0,0,0,19410324,62724.84
23/06/2016,VALINDUSTR,VALORES INDUSTRIALES S.A.,0,0,0,5500,0,0,0,19970901,8741.69
23/06/2016,VALOREM   ,VALOREM S.A.,19659698,0,43494,455,455,452.01,455,19980105,531.55
23/06/2016,VALSIMESA ,VALORES SIMESA S.A.,0,0,0,1150,0,0,0,20010322,7906.57
23/06/2016,VILLAS    ,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,6140,0,0,0,19941215,6116.74
24/06/2016,AGROCHAL  ,AGROGUACHAL S.A.,0,0,0,506,0,0,0,19860619,1360.33
24/06/2016,BBVACOL   ,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.,2934630,0,10869,272,0,270,0,19730824,284.2
24/06/2016,BCOLOMBIA ,BANCOLOMBIA S.A.,5558209120,-1.64,234235,24000,24180,23729.2,23360,19450701,22925.5
24/06/2016,BIOMAX    ,BIOMAX BIOCOMBUSTIBLES S.A.,0,0,0,2050,0,0,0,20091028,1184.78
24/06/2016,BMC       ,BMC BOLSA MERCANTIL DE COLOMBIA,0,0,0,841,0,0,0,20071030,1142.83
24/06/2016,BOGOTA    ,BANCO DE BOGOTA S.A.,1728414780,-0.78,29545,58420,58840,58501.09,58420,19290401,50263.89
24/06/2016,BVC       ,BOLSA DE VALORES DE COLOMBIA S.A.,278743618.3,-2.69,15492146,18.1,18.1,17.99,17.8,20070621,6.17
24/06/2016,CARACOLTV ,CARACOL TELEVISION S.A.,0,0,0,382,0,0,0,19970502,660.91
24/06/2016,CARTON    ,CARTON DE COLOMBIA S.A.,0,0,0,5100,0,0,0,19690523,13240.6
24/06/2016,CELSIA    ,CELSIA S.A E.S.P,471981495,-2.41,121286,3840,3935,3891.48,3810,20011008,5680.52
24/06/2016,CEMARGOS  ,CEMENTOS ARGOS S.A.,3112453400,0.17,262046,11980,11980,11877.51,11480,19620201,6196.02
24/06/2016,CLH       ,CEMEX LATAM HOLDING,1401251460,-1.4,110274,12700,12800,12707,12580,20121107,7593.43
24/06/2016,CNEC      ,CANACOL ENERGY LTD,2277406910,-3.59,229446,9930,10120,9925.68,9630,20100721,6139.86
24/06/2016,COLOMBINA ,COLOMBINA S.A.,0,0,0,319,0,0,0,19871217,470.67
24/06/2016,COLTEJER  ,COLTEJER S.A.,0,0,0,1600,0,0,0,19360501,7982.28
24/06/2016,CONCIVILES,CONSTRUCCIONES CIVILES S.A.,0,0,0,500,0,0,0,19901217,0.01
24/06/2016,CONCONCRET,CONSTRUCTORA CONCRETO S.A,93106010,-0.45,84934,1110,1110,1096.22,1065,19831027,1178.48
24/06/2016,COOMEVAEPS,COOMEVA ENTIDAD PROMOTORA DE SALUD S.A.,0,0,0,0.39,0,0,0,19960223,1
24/06/2016,CORFERIAS ,CORPORACION DE FERIAS Y EXPOSICIONES S.A.,0,0,0,1000,0,0,0,19900328,2720.1
24/06/2016,CORFICOLCF,CORPORACION FINANCIERA COLOMBIANA S.A.,2959665340,-0.53,78781,37700,37880,37568.26,37500,19921028,21634.61
24/06/2016,DESCAUCANO,ALIMENTOS DERIVADOS DE LA CANA S.A.,0,0,0,709,0,0,0,19961210,2812.42
24/06/2016,ECOPETROL ,ECOPETROL S.A.,13861999190,-0.71,9959065,1400,1405,1391.9,1360,20070822,1104.57
24/06/2016,EEB       ,EMPRESA DE ENERGIA DE BOGOTA S.A. E.S.P.,831125765,-0.82,456862,1825,1825,1819.21,1800,20080708,1239.86
24/06/2016,ELCONDOR  ,CONSTRUCCIONES EL CONDOR S.A,128898560,0,118834,1100,1100,1084.69,1055,20120305,1594.75
24/06/2016,ELECTULUA ,COMPANIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,0,0,0,498460,0,0,0,19960327,341939.59
24/06/2016,EMPAQUES  ,COMPANIA DE EMPAQUES S.A.,0,0,0,11000,0,0,0,19680607,16529.12
24/06/2016,ENKA      ,ENKA DE COLOMBIA S.A.,19392500,0,1675000,11.6,11.6,11.58,11.6,20070917,31.26
24/06/2016,EPSA      ,EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.,0,0,0,9000,0,0,0,19991203,8064.11
24/06/2016,ESTRA     ,INDUSTRIAS ESTRA S.A.,0,0,0,245,0,0,0,19690327,345.39
24/06/2016,ETB       ,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. E.S.P.,524751185,-1.68,892059,587,595,588.25,585,20030509,548.44
24/06/2016,EXITO     ,ALMACENES EXITO S.A.,11341012220,-2.03,787241,14480,14600,14406.02,14300,19970430,43155.7
24/06/2016,FABRICATO ,FABRICATO  S.A.,0,0,0,15.5,0,0,0,19340401,62.08
24/06/2016,FAMILIA   ,PRODUCTOS FAMILIA S.A.,0,0,0,1140,0,0,0,19981124,1348.03
24/06/2016,FGNTOLIMA ,FONDO GANADERO DEL TOLIMA S.A.,0,0,0,12,0,0,0,19751104,43.07
24/06/2016,GASNATURAL,GAS NATURAL S.A. E.S.P.,0,0,0,120000,0,0,0,19961230,11700.57
24/06/2016,GASORIENTE,GAS NATURAL DEL ORIENTE S.A. E.S.P.,0,0,0,10700,0,0,0,19951127,1215.3
24/06/2016,GRUBOLIVAR,GRUPO BOLIVAR S.A.,0,0,0,54300,0,0,0,19970103,146427.48
24/06/2016,GRUPOARGOS,GRUPO ARGOS S.A.,9612917540,-0.11,522443,18640,18640,18399.94,18000,19410825,26989.27
24/06/2016,GRUPOAVAL ,GRUPO AVAL ACCIONES Y VALORES S.A.,107808215,-1.28,92425,1155,1170,1166.44,1155,19981116,1070.85
24/06/2016,GRUPOSURA ,GRUPO INVERSIONES SURAMERICANA,5011938040,0.37,132931,38200,38200,37703.31,37000,19450716,43597.61
24/06/2016,HCOLSEL   ,FONDO BURSATIL HORIZONS COLOMBIA SELECT DE SYP,601500000,-1.61,50000,12030,12030,12030,12030,20140527,15000
24/06/2016,ICOLCAP   ,FONDO BURSATIL ISHARES COLCAP,9831759588,-1.52,742752,13250,13440,13236.93,13196,20110706,17160
24/06/2016,INCASTILLA,CASTILLA AGRICOLA S.A.,0,0,0,15100,0,0,0,19830715,9898.91
24/06/2016,INESA     ,INVERSIONES EQUIPOS Y SERVICIOS S.A.,0,0,0,419,0,0,0,19840628,1139.25
24/06/2016,INVENSA   ,INVERSIONES VENECIA S.A.,0,0,0,506,0,0,0,19860623,1638.54
24/06/2016,ISA       ,INTERCONEXION ELECTRICA S.A. E.S.P.,3787447560,0,428003,8900,8900,8849.11,8700,20021126,14796.55
24/06/2016,MARLY     ,CLINICA DE MARLY S.A.,0,0,0,5300,0,0,0,19370812,19961.63
24/06/2016,MAYAGUEZ  ,MAYAGUEZ S.A.,0,0,0,6500,0,0,0,19841102,11480.45
24/06/2016,MINEROS   ,MINEROS S.A.,224972085,1.49,95494,2385,2385,2355.88,2320,19771116,2288.27
24/06/2016,NUTRESA   ,GRUPO NUTRESA S.A,6402584720,-1.27,256475,24900,25100,24963.78,24820,19610321,18070.57
24/06/2016,OCCIDENTE ,BANCO DE OCCIDENTE S.A.,20218000,0.11,552,36640,36640,36626.81,36640,19680827,26777.67
24/06/2016,ODINSA    ,ORGANIZACION DE INGENIERIA INTERNACIONAL S.A.,0,0,0,9000,0,0,0,20050119,8726.01
24/06/2016,ORBIS     ,GRUPO ORBIS S.A,0,0,0,19800,0,0,0,19750718,38484.2
24/06/2016,PAZRIO    ,ACERIAS PAZ DEL RIO S.A.,0,0,0,8,0,0,0,19520101,23.9
24/06/2016,PFAVAL    ,GRUPO AVAL ACCIONES Y VALORES S.A.,2931774285,0,2506786,1175,1175,1169.54,1160,20110512,1070.85
24/06/2016,PFAVH     ,AVIANCA HOLDINGS S.A,4615192395,-3.69,1937381,2350,2440,2382.18,2325,20110511,6107.98
24/06/2016,PFBBVACOL ,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.,0,0,0,270,0,0,0,19931108,284.2
24/06/2016,PFBCOLOM  ,BANCOLOMBIA S.A.,31807877700,-1.98,1251180,25680,25880,25422.3,24900,19950726,22925.5
24/06/2016,PFCARPAK  ,CARVAJAL EMPAQUES S.A,0,0,0,3000,0,0,0,20120502,3805.74
24/06/2016,PFCEMARGOS,CEMENTOS ARGOS S.A.,1303203320,-1.61,118475,11000,11040,10999.82,10400,20130413,6196.02
24/06/2016,PFCORFICOL,CORPORACION FINANCIERA COLOMBIANA S.A.,0,0,0,32500,0,0,0,19930208,21634.61
24/06/2016,PFDAVVNDA ,BANCO DAVIVIENDA S.A,804926280,-1.95,29490,27100,27500,27294.89,27100,20101005,21797.35
24/06/2016,PFGRUPOARG,GRUPO ARGOS S.A.,1440107460,-2.53,81288,17740,18000,17716.11,17560,20120608,26989.27
24/06/2016,PFGRUPSURA,GRUPO INVERSIONES SURAMERICANA,2838808200,1.33,75527,38000,38000,37586.67,36500,20111103,43597.61
24/06/2016,PFVILLA051,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20050914,6116.74
24/06/2016,PFVILLA053,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,5014.36,0,0,0,20050929,6116.74
24/06/2016,PFVILLAS  ,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,6490,0,0,0,20000215,6116.74
24/06/2016,PFVILLAS00,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20030401,6116.74
24/06/2016,PFVILLAS01,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20030401,6116.74
24/06/2016,PFVILLASCA,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,2700,0,0,0,20030401,6116.74
24/06/2016,POPULAR   ,BANCO POPULAR S.A.,0,0,0,489,0,0,0,19940526,338.85
24/06/2016,PROMIGAS  ,PROMIGAS S.A. E.S.P.,0,0,0,4950,0,0,0,19900822,2578.88
24/06/2016,PROTECCION,ADMINISTRADORA DE FONDOS DE PENSIONES Y CES PROTECCION,0,0,0,100000,0,0,0,19950616,47052.87
24/06/2016,RCNTELEVI ,R.C.N. TELEVISION S.A.,0,0,0,24100,0,0,0,19980312,39249.1
24/06/2016,RIOPAILA  ,RIOPAILA AGRICOLA S.A.,0,0,0,6144,0,0,0,19830617,5108.24
24/06/2016,RIOPAILIND,RIOPAILA CASTILLA S.A.,0,0,0,0,0,0,0,20060810,8853.56
24/06/2016,SANFELIPE ,COMPANIA AGRICOLA SAN FELIPE S.A.,0,0,0,480,0,0,0,19860619,1078.18
24/06/2016,TERPEL    ,ORGANIZACION TERPEL S.A,3854870,0,397,9670,0,9710,0,20140815,8168.7
24/06/2016,TGLSC     ,TECNOGLASS INC,0,0,0,35500,0,0,0,20160106,10504.95
24/06/2016,TITAN     ,MANUFACTURAS DE CEMENTO S.A.,0,0,0,34500,0,0,0,19410324,62724.84
24/06/2016,VALINDUSTR,VALORES INDUSTRIALES S.A.,0,0,0,5500,0,0,0,19970901,8741.69
24/06/2016,VALOREM   ,VALOREM S.A.,0,0,0,455,0,0,0,19980105,531.55
24/06/2016,VALSIMESA ,VALORES SIMESA S.A.,0,0,0,1150,0,0,0,20010322,7906.57
24/06/2016,VILLAS    ,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,6140,0,0,0,19941215,6116.74
27/06/2016,AGROCHAL  ,AGROGUACHAL S.A.,0,0,0,506,0,0,0,19860619,1360.33
27/06/2016,BBVACOL   ,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.,0,0,0,272,0,0,0,19730824,284.2
27/06/2016,BCOLOMBIA ,BANCOLOMBIA S.A.,3026165740,-2.17,129082,23480,24000,23443.75,23360,19450701,22925.5
27/06/2016,BIOMAX    ,BIOMAX BIOCOMBUSTIBLES S.A.,0,0,0,2050,0,0,0,20091028,1184.78
27/06/2016,BMC       ,BMC BOLSA MERCANTIL DE COLOMBIA,0,0,0,841,0,0,0,20071030,1142.83
27/06/2016,BOGOTA    ,BANCO DE BOGOTA S.A.,100365200,-0.03,1719,58400,58400,58385.81,58400,19290401,50263.89
27/06/2016,BVC       ,BOLSA DE VALORES DE COLOMBIA S.A.,70143881,-0.55,3931145,18,18,17.84,17.7,20070621,6.17
27/06/2016,CARACOLTV ,CARACOL TELEVISION S.A.,0,0,0,382,0,0,0,19970502,660.91
27/06/2016,CARTON    ,CARTON DE COLOMBIA S.A.,12931500,7.84,2383,5500,5500,5426.56,5500,19690523,13240.6
27/06/2016,CELSIA    ,CELSIA S.A E.S.P,245529505,0,63636,3840,3895,3858.34,3840,20011008,5680.52
27/06/2016,CEMARGOS  ,CEMENTOS ARGOS S.A.,746281920,-2.17,63437,11720,11840,11764.14,11700,19620201,6196.02
27/06/2016,CLH       ,CEMEX LATAM HOLDING,1432172040,0.94,112462,12820,12820,12734.72,12640,20121107,7593.43
27/06/2016,CNEC      ,CANACOL ENERGY LTD,1306263190,-0.2,132336,9910,10020,9870.81,9780,20100721,6139.86
27/06/2016,COLOMBINA ,COLOMBINA S.A.,0,0,0,319,0,0,0,19871217,470.67
27/06/2016,COLTEJER  ,COLTEJER S.A.,0,0,0,1600,0,0,0,19360501,7982.28
27/06/2016,CONCIVILES,CONSTRUCCIONES CIVILES S.A.,0,0,0,500,0,0,0,19901217,0.01
27/06/2016,CONCONCRET,CONSTRUCTORA CONCRETO S.A,80449100,-3.15,73668,1075,1110,1092.05,1075,19831027,1178.48
27/06/2016,COOMEVAEPS,COOMEVA ENTIDAD PROMOTORA DE SALUD S.A.,0,0,0,0.39,0,0,0,19960223,1
27/06/2016,CORFERIAS ,CORPORACION DE FERIAS Y EXPOSICIONES S.A.,0,0,0,1000,0,0,0,19900328,2720.1
27/06/2016,CORFICOLCF,CORPORACION FINANCIERA COLOMBIANA S.A.,734809020,0.27,19485,37800,37800,37711.52,37620,19921028,21634.61
27/06/2016,DESCAUCANO,ALIMENTOS DERIVADOS DE LA CANA S.A.,0,0,0,709,0,0,0,19961210,2812.42
27/06/2016,ECOPETROL ,ECOPETROL S.A.,11203374115,-2.14,8155716,1370,1385,1373.68,1365,20070822,1104.57
27/06/2016,EEB       ,EMPRESA DE ENERGIA DE BOGOTA S.A. E.S.P.,402389550,1.1,219576,1845,1845,1832.58,1825,20080708,1239.86
27/06/2016,ELCONDOR  ,CONSTRUCCIONES EL CONDOR S.A,17982820,-0.91,16498,1090,1090,1090,1090,20120305,1594.75
27/06/2016,ELECTULUA ,COMPANIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,0,0,0,498460,0,0,0,19960327,341939.59
27/06/2016,EMPAQUES  ,COMPANIA DE EMPAQUES S.A.,0,0,0,11000,0,0,0,19680607,16529.12
27/06/2016,ENKA      ,ENKA DE COLOMBIA S.A.,7187500,-0.86,625000,11.5,11.5,11.5,11.5,20070917,31.26
27/06/2016,EPSA      ,EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.,0,0,0,9000,0,0,0,19991203,8064.11
27/06/2016,ESTRA     ,INDUSTRIAS ESTRA S.A.,0,0,0,245,0,0,0,19690327,345.39
27/06/2016,ETB       ,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. E.S.P.,113642004,-0.34,195354,585,585,581.72,580,20030509,548.44
27/06/2016,EXITO     ,ALMACENES EXITO S.A.,1661107500,-1.66,115938,14240,14480,14327.55,14240,19970430,43155.7
27/06/2016,FABRICATO ,FABRICATO  S.A.,15405378.8,-3.23,1027181,15,15,15,15,19340401,62.08
27/06/2016,FAMILIA   ,PRODUCTOS FAMILIA S.A.,0,0,0,1140,0,0,0,19981124,1348.03
27/06/2016,FGNTOLIMA ,FONDO GANADERO DEL TOLIMA S.A.,0,0,0,12,0,0,0,19751104,43.07
27/06/2016,GASNATURAL,GAS NATURAL S.A. E.S.P.,0,0,0,120000,0,0,0,19961230,11700.57
27/06/2016,GASORIENTE,GAS NATURAL DEL ORIENTE S.A. E.S.P.,0,0,0,10700,0,0,0,19951127,1215.3
27/06/2016,GRUBOLIVAR,GRUPO BOLIVAR S.A.,2160000000,-0.55,40000,54000,54000,54000,54000,19970103,146427.48
27/06/2016,GRUPOARGOS,GRUPO ARGOS S.A.,1049660340,-1.39,56905,18380,18600,18445.84,18320,19410825,26989.27
27/06/2016,GRUPOAVAL ,GRUPO AVAL ACCIONES Y VALORES S.A.,3293240,0,2839,1155,0,1160,0,19981116,1070.85
27/06/2016,GRUPOSURA ,GRUPO INVERSIONES SURAMERICANA,2267263600,-1.52,59922,37620,38160,37836.91,37620,19450716,43597.61
27/06/2016,HCOLSEL   ,FONDO BURSATIL HORIZONS COLOMBIA SELECT DE SYP,1797750000,-0.37,150000,11985,11985,11985,11985,20140527,15000
27/06/2016,ICOLCAP   ,FONDO BURSATIL ISHARES COLCAP,792080000,-0.34,60000,13204.5,13207.5,13201.33,13192,20110706,17160
27/06/2016,INCASTILLA,CASTILLA AGRICOLA S.A.,0,0,0,15100,0,0,0,19830715,9898.91
27/06/2016,INESA     ,INVERSIONES EQUIPOS Y SERVICIOS S.A.,0,0,0,419,0,0,0,19840628,1139.25
27/06/2016,INVENSA   ,INVERSIONES VENECIA S.A.,0,0,0,506,0,0,0,19860623,1638.54
27/06/2016,ISA       ,INTERCONEXION ELECTRICA S.A. E.S.P.,1218585490,-1.12,138552,8800,8830,8795.15,8770,20021126,14796.55
27/06/2016,MARLY     ,CLINICA DE MARLY S.A.,0,0,0,5300,0,0,0,19370812,19961.63
27/06/2016,MAYAGUEZ  ,MAYAGUEZ S.A.,0,0,0,6500,0,0,0,19841102,11480.45
27/06/2016,MINEROS   ,MINEROS S.A.,100366050,0.63,41860,2400,2400,2397.66,2390,19771116,2288.27
27/06/2016,NUTRESA   ,GRUPO NUTRESA S.A,2160504460,0.32,86620,24980,24980,24942.33,24840,19610321,18070.57
27/06/2016,OCCIDENTE ,BANCO DE OCCIDENTE S.A.,146803000,-0.38,4022,36500,36500,36500,36500,19680827,26777.67
27/06/2016,ODINSA    ,ORGANIZACION DE INGENIERIA INTERNACIONAL S.A.,0,0,0,9000,0,0,0,20050119,8726.01
27/06/2016,ORBIS     ,GRUPO ORBIS S.A,0,0,0,19800,0,0,0,19750718,38484.2
27/06/2016,PAZRIO    ,ACERIAS PAZ DEL RIO S.A.,115187.66,0,19166,8,0,6.01,0,19520101,23.9
27/06/2016,PFAVAL    ,GRUPO AVAL ACCIONES Y VALORES S.A.,5561977210,-0.85,4770441,1165,1170,1165.93,1160,20110512,1070.85
27/06/2016,PFAVH     ,AVIANCA HOLDINGS S.A,4522650080,-3.83,2009062,2260,2345,2251.13,2190,20110511,6107.98
27/06/2016,PFBBVACOL ,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.,0,0,0,270,0,0,0,19931108,284.2
27/06/2016,PFBCOLOM  ,BANCOLOMBIA S.A.,8017154660,-1.48,317536,25300,25500,25248.02,25180,19950726,22925.5
27/06/2016,PFCARPAK  ,CARVAJAL EMPAQUES S.A,77012390,-6.67,27528,2800,2800,2797.6,2800,20120502,3805.74
27/06/2016,PFCEMARGOS,CEMENTOS ARGOS S.A.,545115360,-0.91,50189,10900,10900,10861.25,10740,20130413,6196.02
27/06/2016,PFCORFICOL,CORPORACION FINANCIERA COLOMBIANA S.A.,0,0,0,32500,0,0,0,19930208,21634.61
27/06/2016,PFDAVVNDA ,BANCO DAVIVIENDA S.A,528598820,-0.37,19650,27000,27000,26900.7,26580,20101005,21797.35
27/06/2016,PFGRUPOARG,GRUPO ARGOS S.A.,600243280,-1.24,34077,17520,17740,17614.32,17520,20120608,26989.27
27/06/2016,PFGRUPSURA,GRUPO INVERSIONES SURAMERICANA,3418917120,-2.63,92337,37000,37900,37026.51,36900,20111103,43597.61
27/06/2016,PFVILLA051,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20050914,6116.74
27/06/2016,PFVILLA053,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,5014.36,0,0,0,20050929,6116.74
27/06/2016,PFVILLAS  ,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,6490,0,0,0,20000215,6116.74
27/06/2016,PFVILLAS00,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20030401,6116.74
27/06/2016,PFVILLAS01,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,0,0,0,0,20030401,6116.74
27/06/2016,PFVILLASCA,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,2700,0,0,0,20030401,6116.74
27/06/2016,POPULAR   ,BANCO POPULAR S.A.,0,0,0,489,0,0,0,19940526,338.85
27/06/2016,PROMIGAS  ,PROMIGAS S.A. E.S.P.,0,0,0,4950,0,0,0,19900822,2578.88
27/06/2016,PROTECCION,ADMINISTRADORA DE FONDOS DE PENSIONES Y CES PROTECCION,0,0,0,100000,0,0,0,19950616,47052.87
27/06/2016,RCNTELEVI ,R.C.N. TELEVISION S.A.,0,0,0,24100,0,0,0,19980312,39249.1
27/06/2016,RIOPAILA  ,RIOPAILA AGRICOLA S.A.,0,0,0,6144,0,0,0,19830617,5108.24
27/06/2016,RIOPAILIND,RIOPAILA CASTILLA S.A.,0,0,0,0,0,0,0,20060810,8853.56
27/06/2016,SANFELIPE ,COMPANIA AGRICOLA SAN FELIPE S.A.,0,0,0,480,0,0,0,19860619,1078.18
27/06/2016,TERPEL    ,ORGANIZACION TERPEL S.A,0,0,0,9670,0,0,0,20140815,8168.7
27/06/2016,TGLSC     ,TECNOGLASS INC,0,0,0,35500,0,0,0,20160106,10504.95
27/06/2016,TITAN     ,MANUFACTURAS DE CEMENTO S.A.,0,0,0,34500,0,0,0,19410324,62724.84
27/06/2016,VALINDUSTR,VALORES INDUSTRIALES S.A.,0,0,0,5500,0,0,0,19970901,8741.69
27/06/2016,VALOREM   ,VALOREM S.A.,0,0,0,455,0,0,0,19980105,531.55
27/06/2016,VALSIMESA ,VALORES SIMESA S.A.,0,0,0,1150,0,0,0,20010322,7906.57
27/06/2016,VILLAS    ,BANCO COMERCIAL AV VILLAS S.A.,0,0,0,6140,0,0,0,19941215,6116.74
28/06/2016,AGROCHAL  ,AGROGUACHAL S.A.,0,0,0,506,0,0,0,19860619,1360.33
28/06/2016,BBVACOL   ,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.,2080620,0,7706,272,0,270,0,19730824,284.2
28/06/2016,BCOLOMBIA ,BANCOLOMBIA S.A.,487531460,-0.17,20704,23440,23840,23547.69,23440,19450701,22925.5
28/06/2016,BIOMAX    ,BIOMAX BIOCOMBUSTIBLES S.A.,0,0,0,2050,0,0,0,20091028,1184.78
28/06/2016,BMC       ,BMC BOLSA MERCANTIL DE COLOMBIA,0,0,0,841,0,0,0,20071030,1142.83
28/06/2016,BOGOTA    ,BANCO DE BOGOTA S.A.,112213640,0.34,1903,58600,59000,58966.71,58600,19290401,50263.89
28/06/2016,BVC       ,BOLSA DE VALORES DE COLOMBIA S.A.,12972834,0,720713,18,18,18,18,20070621,6.17
28/06/2016,CARACOLTV ,CARACOL TELEVISION S.A.,0,0,0,382,0,0,0,19970502,660.91
28/06/2016,CARTON    ,CARTON DE COLOMBIA S.A.,4234700,0,799,5500,0,5300,0,19690523,13240.6
28/06/2016,CELSIA    ,CELSIA S.A E.S.P,351018950,0,91290,3840,3855,3845.1,3840,20011008,5680.52
28/06/2016,CEMARGOS  ,CEMENTOS ARGOS S.A.,959581460,0,81703,11720,11860,11744.75,11700,19620201,6196.02
28/06/2016,CLH       ,CEMEX LATAM HOLDING,2430667100,-0.47,190700,12760,12820,12746.03,12680,20121107,7593.43
28/06/2016,CNEC      ,CANACOL ENERGY LTD,916092400,3.13,91139,10220,10220,10051.6,9980,20100721,6139.86
28/06/2016,COLOMBINA ,COLOMBINA S.A.,0,0,0,319,0,0,0,19871217,470.67
28/06/2016,COLTEJER  ,COLTEJER S.A.,0,0,0,1600,0,0,0,19360501,7982.28
